image,mask,split
Data/raw/dust_seg/images/Imgclean_1381_0.jpg,Data/raw/dust_seg/masks/Imgclean_1381_0.png,train
Data/raw/dust_seg/images/Imgclean_1386_0.jpg,Data/raw/dust_seg/masks/Imgclean_1386_0.png,train
Data/raw/dust_seg/images/Imgclean_1387_0.jpg,Data/raw/dust_seg/masks/Imgclean_1387_0.png,train
Data/raw/dust_seg/images/Imgclean_1388_0.jpg,Data/raw/dust_seg/masks/Imgclean_1388_0.png,train
Data/raw/dust_seg/images/Imgclean_1389_0.jpg,Data/raw/dust_seg/masks/Imgclean_1389_0.png,train
Data/raw/dust_seg/images/Imgclean_138_0.jpg,Data/raw/dust_seg/masks/Imgclean_138_0.png,train
Data/raw/dust_seg/images/Imgclean_1390_0.jpg,Data/raw/dust_seg/masks/Imgclean_1390_0.png,train
Data/raw/dust_seg/images/Imgclean_1391_0.jpg,Data/raw/dust_seg/masks/Imgclean_1391_0.png,train
Data/raw/dust_seg/images/Imgclean_1392_0.jpg,Data/raw/dust_seg/masks/Imgclean_1392_0.png,train
Data/raw/dust_seg/images/Imgclean_1395_0.jpg,Data/raw/dust_seg/masks/Imgclean_1395_0.png,train
Data/raw/dust_seg/images/Imgclean_1397_0.jpg,Data/raw/dust_seg/masks/Imgclean_1397_0.png,train
Data/raw/dust_seg/images/Imgclean_1398_0.jpg,Data/raw/dust_seg/masks/Imgclean_1398_0.png,train
Data/raw/dust_seg/images/Imgclean_1399_0.jpg,Data/raw/dust_seg/masks/Imgclean_1399_0.png,val
Data/raw/dust_seg/images/Imgclean_13_0.jpg,Data/raw/dust_seg/masks/Imgclean_13_0.png,train
Data/raw/dust_seg/images/Imgclean_1400_0.jpg,Data/raw/dust_seg/masks/Imgclean_1400_0.png,train
Data/raw/dust_seg/images/Imgclean_1401_0.jpg,Data/raw/dust_seg/masks/Imgclean_1401_0.png,val
Data/raw/dust_seg/images/Imgclean_1402_0.jpg,Data/raw/dust_seg/masks/Imgclean_1402_0.png,train
Data/raw/dust_seg/images/Imgclean_1403_0.jpg,Data/raw/dust_seg/masks/Imgclean_1403_0.png,train
Data/raw/dust_seg/images/Imgclean_1404_0.jpg,Data/raw/dust_seg/masks/Imgclean_1404_0.png,train
Data/raw/dust_seg/images/Imgclean_1405_0.jpg,Data/raw/dust_seg/masks/Imgclean_1405_0.png,val
Data/raw/dust_seg/images/Imgclean_1406_0.jpg,Data/raw/dust_seg/masks/Imgclean_1406_0.png,test
Data/raw/dust_seg/images/Imgclean_1407_0.jpg,Data/raw/dust_seg/masks/Imgclean_1407_0.png,train
Data/raw/dust_seg/images/Imgclean_1408_0.jpg,Data/raw/dust_seg/masks/Imgclean_1408_0.png,train
Data/raw/dust_seg/images/Imgclean_1409_0.jpg,Data/raw/dust_seg/masks/Imgclean_1409_0.png,test
Data/raw/dust_seg/images/Imgclean_140_0.jpg,Data/raw/dust_seg/masks/Imgclean_140_0.png,test
Data/raw/dust_seg/images/Imgclean_1410_0.jpg,Data/raw/dust_seg/masks/Imgclean_1410_0.png,train
Data/raw/dust_seg/images/Imgclean_1412_0.jpg,Data/raw/dust_seg/masks/Imgclean_1412_0.png,test
Data/raw/dust_seg/images/Imgclean_1413_0.jpg,Data/raw/dust_seg/masks/Imgclean_1413_0.png,train
Data/raw/dust_seg/images/Imgclean_1414_0.jpg,Data/raw/dust_seg/masks/Imgclean_1414_0.png,train
Data/raw/dust_seg/images/Imgclean_1415_0.jpg,Data/raw/dust_seg/masks/Imgclean_1415_0.png,train
Data/raw/dust_seg/images/Imgclean_1416_0.jpg,Data/raw/dust_seg/masks/Imgclean_1416_0.png,train
Data/raw/dust_seg/images/Imgclean_1417_0.jpg,Data/raw/dust_seg/masks/Imgclean_1417_0.png,train
Data/raw/dust_seg/images/Imgclean_1418_0.jpg,Data/raw/dust_seg/masks/Imgclean_1418_0.png,train
Data/raw/dust_seg/images/Imgclean_1419_0.jpg,Data/raw/dust_seg/masks/Imgclean_1419_0.png,train
Data/raw/dust_seg/images/Imgclean_1421_0.jpg,Data/raw/dust_seg/masks/Imgclean_1421_0.png,train
Data/raw/dust_seg/images/Imgclean_1422_0.jpg,Data/raw/dust_seg/masks/Imgclean_1422_0.png,train
Data/raw/dust_seg/images/Imgclean_1423_0.jpg,Data/raw/dust_seg/masks/Imgclean_1423_0.png,train
Data/raw/dust_seg/images/Imgclean_1424_0.jpg,Data/raw/dust_seg/masks/Imgclean_1424_0.png,train
Data/raw/dust_seg/images/Imgclean_1427_0.jpg,Data/raw/dust_seg/masks/Imgclean_1427_0.png,train
Data/raw/dust_seg/images/Imgclean_1429_0.jpg,Data/raw/dust_seg/masks/Imgclean_1429_0.png,test
Data/raw/dust_seg/images/Imgclean_142_0.jpg,Data/raw/dust_seg/masks/Imgclean_142_0.png,train
Data/raw/dust_seg/images/Imgclean_1431_0.jpg,Data/raw/dust_seg/masks/Imgclean_1431_0.png,test
Data/raw/dust_seg/images/Imgclean_1433_0.jpg,Data/raw/dust_seg/masks/Imgclean_1433_0.png,train
Data/raw/dust_seg/images/Imgclean_1434_0.jpg,Data/raw/dust_seg/masks/Imgclean_1434_0.png,train
Data/raw/dust_seg/images/Imgclean_1435_0.jpg,Data/raw/dust_seg/masks/Imgclean_1435_0.png,train
Data/raw/dust_seg/images/Imgclean_1436_0.jpg,Data/raw/dust_seg/masks/Imgclean_1436_0.png,train
Data/raw/dust_seg/images/Imgclean_1437_0.jpg,Data/raw/dust_seg/masks/Imgclean_1437_0.png,train
Data/raw/dust_seg/images/Imgclean_1439_0.jpg,Data/raw/dust_seg/masks/Imgclean_1439_0.png,train
Data/raw/dust_seg/images/Imgclean_1440_0.jpg,Data/raw/dust_seg/masks/Imgclean_1440_0.png,train
Data/raw/dust_seg/images/Imgclean_1442_0.jpg,Data/raw/dust_seg/masks/Imgclean_1442_0.png,train
Data/raw/dust_seg/images/Imgclean_1443_0.jpg,Data/raw/dust_seg/masks/Imgclean_1443_0.png,train
Data/raw/dust_seg/images/Imgclean_1445_0.jpg,Data/raw/dust_seg/masks/Imgclean_1445_0.png,train
Data/raw/dust_seg/images/Imgclean_1447_0.jpg,Data/raw/dust_seg/masks/Imgclean_1447_0.png,train
Data/raw/dust_seg/images/Imgclean_144_0.jpg,Data/raw/dust_seg/masks/Imgclean_144_0.png,train
Data/raw/dust_seg/images/Imgclean_1450_0.jpg,Data/raw/dust_seg/masks/Imgclean_1450_0.png,train
Data/raw/dust_seg/images/Imgclean_1452_0.jpg,Data/raw/dust_seg/masks/Imgclean_1452_0.png,train
Data/raw/dust_seg/images/Imgclean_1453_0.jpg,Data/raw/dust_seg/masks/Imgclean_1453_0.png,train
Data/raw/dust_seg/images/Imgclean_1454_0.jpg,Data/raw/dust_seg/masks/Imgclean_1454_0.png,train
Data/raw/dust_seg/images/Imgclean_1456_0.jpg,Data/raw/dust_seg/masks/Imgclean_1456_0.png,train
Data/raw/dust_seg/images/Imgclean_1457_0.jpg,Data/raw/dust_seg/masks/Imgclean_1457_0.png,train
Data/raw/dust_seg/images/Imgclean_1458_0.jpg,Data/raw/dust_seg/masks/Imgclean_1458_0.png,val
Data/raw/dust_seg/images/Imgclean_1460_0.jpg,Data/raw/dust_seg/masks/Imgclean_1460_0.png,train
Data/raw/dust_seg/images/Imgclean_1461_0.jpg,Data/raw/dust_seg/masks/Imgclean_1461_0.png,train
Data/raw/dust_seg/images/Imgclean_1463_0.jpg,Data/raw/dust_seg/masks/Imgclean_1463_0.png,train
Data/raw/dust_seg/images/Imgclean_1464_0.jpg,Data/raw/dust_seg/masks/Imgclean_1464_0.png,train
Data/raw/dust_seg/images/Imgclean_1465_0.jpg,Data/raw/dust_seg/masks/Imgclean_1465_0.png,train
Data/raw/dust_seg/images/Imgclean_146_0.jpg,Data/raw/dust_seg/masks/Imgclean_146_0.png,train
Data/raw/dust_seg/images/Imgclean_1470_0.jpg,Data/raw/dust_seg/masks/Imgclean_1470_0.png,test
Data/raw/dust_seg/images/Imgclean_1471_0.jpg,Data/raw/dust_seg/masks/Imgclean_1471_0.png,train
Data/raw/dust_seg/images/Imgclean_1472_0.jpg,Data/raw/dust_seg/masks/Imgclean_1472_0.png,train
Data/raw/dust_seg/images/Imgclean_1474_0.jpg,Data/raw/dust_seg/masks/Imgclean_1474_0.png,train
Data/raw/dust_seg/images/Imgclean_1476_0.jpg,Data/raw/dust_seg/masks/Imgclean_1476_0.png,test
Data/raw/dust_seg/images/Imgclean_1477_0.jpg,Data/raw/dust_seg/masks/Imgclean_1477_0.png,val
Data/raw/dust_seg/images/Imgclean_1478_0.jpg,Data/raw/dust_seg/masks/Imgclean_1478_0.png,test
Data/raw/dust_seg/images/Imgclean_1479_0.jpg,Data/raw/dust_seg/masks/Imgclean_1479_0.png,train
Data/raw/dust_seg/images/Imgclean_147_0.jpg,Data/raw/dust_seg/masks/Imgclean_147_0.png,train
Data/raw/dust_seg/images/Imgclean_1482_0.jpg,Data/raw/dust_seg/masks/Imgclean_1482_0.png,train
Data/raw/dust_seg/images/Imgclean_1483_0.jpg,Data/raw/dust_seg/masks/Imgclean_1483_0.png,train
Data/raw/dust_seg/images/Imgclean_1484_0.jpg,Data/raw/dust_seg/masks/Imgclean_1484_0.png,train
Data/raw/dust_seg/images/Imgclean_1485_0.jpg,Data/raw/dust_seg/masks/Imgclean_1485_0.png,test
Data/raw/dust_seg/images/Imgclean_1487_0.jpg,Data/raw/dust_seg/masks/Imgclean_1487_0.png,train
Data/raw/dust_seg/images/Imgclean_1488_0.jpg,Data/raw/dust_seg/masks/Imgclean_1488_0.png,test
Data/raw/dust_seg/images/Imgclean_1489_0.jpg,Data/raw/dust_seg/masks/Imgclean_1489_0.png,val
Data/raw/dust_seg/images/Imgclean_148_0.jpg,Data/raw/dust_seg/masks/Imgclean_148_0.png,test
Data/raw/dust_seg/images/Imgclean_1490_0.jpg,Data/raw/dust_seg/masks/Imgclean_1490_0.png,train
Data/raw/dust_seg/images/Imgclean_1491_0.jpg,Data/raw/dust_seg/masks/Imgclean_1491_0.png,train
Data/raw/dust_seg/images/Imgclean_153_0.jpg,Data/raw/dust_seg/masks/Imgclean_153_0.png,train
Data/raw/dust_seg/images/Imgclean_155_0.jpg,Data/raw/dust_seg/masks/Imgclean_155_0.png,train
Data/raw/dust_seg/images/Imgclean_159_0.jpg,Data/raw/dust_seg/masks/Imgclean_159_0.png,train
Data/raw/dust_seg/images/Imgclean_160_0.jpg,Data/raw/dust_seg/masks/Imgclean_160_0.png,train
Data/raw/dust_seg/images/Imgclean_161_0.jpg,Data/raw/dust_seg/masks/Imgclean_161_0.png,train
Data/raw/dust_seg/images/Imgclean_162_0.jpg,Data/raw/dust_seg/masks/Imgclean_162_0.png,test
Data/raw/dust_seg/images/Imgclean_163_0.jpg,Data/raw/dust_seg/masks/Imgclean_163_0.png,train
Data/raw/dust_seg/images/Imgclean_167_0.jpg,Data/raw/dust_seg/masks/Imgclean_167_0.png,train
Data/raw/dust_seg/images/Imgclean_171_0.jpg,Data/raw/dust_seg/masks/Imgclean_171_0.png,train
Data/raw/dust_seg/images/Imgclean_172_0.jpg,Data/raw/dust_seg/masks/Imgclean_172_0.png,test
Data/raw/dust_seg/images/Imgclean_173_0.jpg,Data/raw/dust_seg/masks/Imgclean_173_0.png,train
Data/raw/dust_seg/images/Imgclean_175_0.jpg,Data/raw/dust_seg/masks/Imgclean_175_0.png,val
Data/raw/dust_seg/images/Imgclean_176_0.jpg,Data/raw/dust_seg/masks/Imgclean_176_0.png,train
Data/raw/dust_seg/images/Imgclean_178_0.jpg,Data/raw/dust_seg/masks/Imgclean_178_0.png,test
Data/raw/dust_seg/images/Imgclean_17_0.jpg,Data/raw/dust_seg/masks/Imgclean_17_0.png,train
Data/raw/dust_seg/images/Imgclean_180_0.jpg,Data/raw/dust_seg/masks/Imgclean_180_0.png,train
Data/raw/dust_seg/images/Imgclean_181_0.jpg,Data/raw/dust_seg/masks/Imgclean_181_0.png,train
Data/raw/dust_seg/images/Imgclean_183_0.jpg,Data/raw/dust_seg/masks/Imgclean_183_0.png,train
Data/raw/dust_seg/images/Imgclean_185_0.jpg,Data/raw/dust_seg/masks/Imgclean_185_0.png,train
Data/raw/dust_seg/images/Imgclean_186_0.jpg,Data/raw/dust_seg/masks/Imgclean_186_0.png,train
Data/raw/dust_seg/images/Imgclean_18_0.jpg,Data/raw/dust_seg/masks/Imgclean_18_0.png,test
Data/raw/dust_seg/images/Imgclean_190_0.jpg,Data/raw/dust_seg/masks/Imgclean_190_0.png,train
Data/raw/dust_seg/images/Imgclean_192_0.jpg,Data/raw/dust_seg/masks/Imgclean_192_0.png,train
Data/raw/dust_seg/images/Imgclean_194_0.jpg,Data/raw/dust_seg/masks/Imgclean_194_0.png,train
Data/raw/dust_seg/images/Imgclean_197_0.jpg,Data/raw/dust_seg/masks/Imgclean_197_0.png,train
Data/raw/dust_seg/images/Imgclean_199_0.jpg,Data/raw/dust_seg/masks/Imgclean_199_0.png,val
Data/raw/dust_seg/images/Imgclean_1_0.jpg,Data/raw/dust_seg/masks/Imgclean_1_0.png,train
Data/raw/dust_seg/images/Imgclean_204_0.jpg,Data/raw/dust_seg/masks/Imgclean_204_0.png,train
Data/raw/dust_seg/images/Imgclean_206_0.jpg,Data/raw/dust_seg/masks/Imgclean_206_0.png,val
Data/raw/dust_seg/images/Imgclean_208_0.jpg,Data/raw/dust_seg/masks/Imgclean_208_0.png,train
Data/raw/dust_seg/images/Imgclean_20_0.jpg,Data/raw/dust_seg/masks/Imgclean_20_0.png,train
Data/raw/dust_seg/images/Imgclean_210_0.jpg,Data/raw/dust_seg/masks/Imgclean_210_0.png,train
Data/raw/dust_seg/images/Imgclean_214_0.jpg,Data/raw/dust_seg/masks/Imgclean_214_0.png,train
Data/raw/dust_seg/images/Imgclean_218_0.jpg,Data/raw/dust_seg/masks/Imgclean_218_0.png,train
Data/raw/dust_seg/images/Imgclean_21_0.jpg,Data/raw/dust_seg/masks/Imgclean_21_0.png,train
Data/raw/dust_seg/images/Imgclean_225_0.jpg,Data/raw/dust_seg/masks/Imgclean_225_0.png,train
Data/raw/dust_seg/images/Imgclean_226_0.jpg,Data/raw/dust_seg/masks/Imgclean_226_0.png,train
Data/raw/dust_seg/images/Imgclean_227_0.jpg,Data/raw/dust_seg/masks/Imgclean_227_0.png,train
Data/raw/dust_seg/images/Imgclean_231_0.jpg,Data/raw/dust_seg/masks/Imgclean_231_0.png,train
Data/raw/dust_seg/images/Imgclean_233_0.jpg,Data/raw/dust_seg/masks/Imgclean_233_0.png,train
Data/raw/dust_seg/images/Imgclean_235_0.jpg,Data/raw/dust_seg/masks/Imgclean_235_0.png,train
Data/raw/dust_seg/images/Imgclean_236_0.jpg,Data/raw/dust_seg/masks/Imgclean_236_0.png,train
Data/raw/dust_seg/images/Imgclean_237_0.jpg,Data/raw/dust_seg/masks/Imgclean_237_0.png,train
Data/raw/dust_seg/images/Imgclean_238_0.jpg,Data/raw/dust_seg/masks/Imgclean_238_0.png,train
Data/raw/dust_seg/images/Imgclean_241_0.jpg,Data/raw/dust_seg/masks/Imgclean_241_0.png,train
Data/raw/dust_seg/images/Imgclean_246_0.jpg,Data/raw/dust_seg/masks/Imgclean_246_0.png,train
Data/raw/dust_seg/images/Imgclean_247_0.jpg,Data/raw/dust_seg/masks/Imgclean_247_0.png,train
Data/raw/dust_seg/images/Imgclean_250_0.jpg,Data/raw/dust_seg/masks/Imgclean_250_0.png,train
Data/raw/dust_seg/images/Imgclean_251_0.jpg,Data/raw/dust_seg/masks/Imgclean_251_0.png,train
Data/raw/dust_seg/images/Imgclean_252_0.jpg,Data/raw/dust_seg/masks/Imgclean_252_0.png,train
Data/raw/dust_seg/images/Imgclean_253_0.jpg,Data/raw/dust_seg/masks/Imgclean_253_0.png,train
Data/raw/dust_seg/images/Imgclean_256_0.jpg,Data/raw/dust_seg/masks/Imgclean_256_0.png,train
Data/raw/dust_seg/images/Imgclean_258_0.jpg,Data/raw/dust_seg/masks/Imgclean_258_0.png,train
Data/raw/dust_seg/images/Imgclean_25_0.jpg,Data/raw/dust_seg/masks/Imgclean_25_0.png,train
Data/raw/dust_seg/images/Imgclean_267_0.jpg,Data/raw/dust_seg/masks/Imgclean_267_0.png,train
Data/raw/dust_seg/images/Imgclean_276_0.jpg,Data/raw/dust_seg/masks/Imgclean_276_0.png,train
Data/raw/dust_seg/images/Imgclean_278_0.jpg,Data/raw/dust_seg/masks/Imgclean_278_0.png,train
Data/raw/dust_seg/images/Imgclean_279_0.jpg,Data/raw/dust_seg/masks/Imgclean_279_0.png,train
Data/raw/dust_seg/images/Imgclean_280_0.jpg,Data/raw/dust_seg/masks/Imgclean_280_0.png,train
Data/raw/dust_seg/images/Imgclean_288_0.jpg,Data/raw/dust_seg/masks/Imgclean_288_0.png,train
Data/raw/dust_seg/images/Imgclean_28_0.jpg,Data/raw/dust_seg/masks/Imgclean_28_0.png,train
Data/raw/dust_seg/images/Imgclean_290_0.jpg,Data/raw/dust_seg/masks/Imgclean_290_0.png,train
Data/raw/dust_seg/images/Imgclean_293_0.jpg,Data/raw/dust_seg/masks/Imgclean_293_0.png,test
Data/raw/dust_seg/images/Imgclean_299_0.jpg,Data/raw/dust_seg/masks/Imgclean_299_0.png,train
Data/raw/dust_seg/images/Imgclean_29_0.jpg,Data/raw/dust_seg/masks/Imgclean_29_0.png,train
Data/raw/dust_seg/images/Imgclean_303_0.jpg,Data/raw/dust_seg/masks/Imgclean_303_0.png,train
Data/raw/dust_seg/images/Imgclean_305_0.jpg,Data/raw/dust_seg/masks/Imgclean_305_0.png,train
Data/raw/dust_seg/images/Imgclean_310_0.jpg,Data/raw/dust_seg/masks/Imgclean_310_0.png,train
Data/raw/dust_seg/images/Imgclean_317_0.jpg,Data/raw/dust_seg/masks/Imgclean_317_0.png,train
Data/raw/dust_seg/images/Imgclean_322_0.jpg,Data/raw/dust_seg/masks/Imgclean_322_0.png,train
Data/raw/dust_seg/images/Imgclean_325_0.jpg,Data/raw/dust_seg/masks/Imgclean_325_0.png,train
Data/raw/dust_seg/images/Imgclean_326_0.jpg,Data/raw/dust_seg/masks/Imgclean_326_0.png,test
Data/raw/dust_seg/images/Imgclean_328_0.jpg,Data/raw/dust_seg/masks/Imgclean_328_0.png,train
Data/raw/dust_seg/images/Imgclean_330_0.jpg,Data/raw/dust_seg/masks/Imgclean_330_0.png,train
Data/raw/dust_seg/images/Imgclean_331_0.jpg,Data/raw/dust_seg/masks/Imgclean_331_0.png,train
Data/raw/dust_seg/images/Imgclean_337_0.jpg,Data/raw/dust_seg/masks/Imgclean_337_0.png,train
Data/raw/dust_seg/images/Imgclean_339_0.jpg,Data/raw/dust_seg/masks/Imgclean_339_0.png,train
Data/raw/dust_seg/images/Imgclean_341_0.jpg,Data/raw/dust_seg/masks/Imgclean_341_0.png,train
Data/raw/dust_seg/images/Imgclean_349_0.jpg,Data/raw/dust_seg/masks/Imgclean_349_0.png,train
Data/raw/dust_seg/images/Imgclean_350_0.jpg,Data/raw/dust_seg/masks/Imgclean_350_0.png,train
Data/raw/dust_seg/images/Imgclean_351_0.jpg,Data/raw/dust_seg/masks/Imgclean_351_0.png,train
Data/raw/dust_seg/images/Imgclean_355_0.jpg,Data/raw/dust_seg/masks/Imgclean_355_0.png,train
Data/raw/dust_seg/images/Imgclean_356_0.jpg,Data/raw/dust_seg/masks/Imgclean_356_0.png,train
Data/raw/dust_seg/images/Imgclean_357_0.jpg,Data/raw/dust_seg/masks/Imgclean_357_0.png,test
Data/raw/dust_seg/images/Imgclean_358_0.jpg,Data/raw/dust_seg/masks/Imgclean_358_0.png,train
Data/raw/dust_seg/images/Imgclean_35_0.jpg,Data/raw/dust_seg/masks/Imgclean_35_0.png,test
Data/raw/dust_seg/images/Imgclean_360_0.jpg,Data/raw/dust_seg/masks/Imgclean_360_0.png,train
Data/raw/dust_seg/images/Imgclean_361_0.jpg,Data/raw/dust_seg/masks/Imgclean_361_0.png,train
Data/raw/dust_seg/images/Imgclean_369_0.jpg,Data/raw/dust_seg/masks/Imgclean_369_0.png,train
Data/raw/dust_seg/images/Imgclean_370_0.jpg,Data/raw/dust_seg/masks/Imgclean_370_0.png,train
Data/raw/dust_seg/images/Imgclean_374_0.jpg,Data/raw/dust_seg/masks/Imgclean_374_0.png,train
Data/raw/dust_seg/images/Imgclean_376_0.jpg,Data/raw/dust_seg/masks/Imgclean_376_0.png,train
Data/raw/dust_seg/images/Imgclean_379_0.jpg,Data/raw/dust_seg/masks/Imgclean_379_0.png,train
Data/raw/dust_seg/images/Imgclean_37_0.jpg,Data/raw/dust_seg/masks/Imgclean_37_0.png,train
Data/raw/dust_seg/images/Imgclean_380_0.jpg,Data/raw/dust_seg/masks/Imgclean_380_0.png,train
Data/raw/dust_seg/images/Imgclean_385_0.jpg,Data/raw/dust_seg/masks/Imgclean_385_0.png,train
Data/raw/dust_seg/images/Imgclean_389_0.jpg,Data/raw/dust_seg/masks/Imgclean_389_0.png,train
Data/raw/dust_seg/images/Imgclean_390_0.jpg,Data/raw/dust_seg/masks/Imgclean_390_0.png,train
Data/raw/dust_seg/images/Imgclean_391_0.jpg,Data/raw/dust_seg/masks/Imgclean_391_0.png,val
Data/raw/dust_seg/images/Imgclean_394_0.jpg,Data/raw/dust_seg/masks/Imgclean_394_0.png,train
Data/raw/dust_seg/images/Imgclean_395_0.jpg,Data/raw/dust_seg/masks/Imgclean_395_0.png,train
Data/raw/dust_seg/images/Imgclean_397_0.jpg,Data/raw/dust_seg/masks/Imgclean_397_0.png,train
Data/raw/dust_seg/images/Imgclean_39_0.jpg,Data/raw/dust_seg/masks/Imgclean_39_0.png,train
Data/raw/dust_seg/images/Imgclean_3_0.jpg,Data/raw/dust_seg/masks/Imgclean_3_0.png,train
Data/raw/dust_seg/images/Imgclean_400_0.jpg,Data/raw/dust_seg/masks/Imgclean_400_0.png,val
Data/raw/dust_seg/images/Imgclean_401_0.jpg,Data/raw/dust_seg/masks/Imgclean_401_0.png,train
Data/raw/dust_seg/images/Imgclean_403_0.jpg,Data/raw/dust_seg/masks/Imgclean_403_0.png,val
Data/raw/dust_seg/images/Imgclean_406_0.jpg,Data/raw/dust_seg/masks/Imgclean_406_0.png,train
Data/raw/dust_seg/images/Imgclean_409_0.jpg,Data/raw/dust_seg/masks/Imgclean_409_0.png,train
Data/raw/dust_seg/images/Imgclean_411_0.jpg,Data/raw/dust_seg/masks/Imgclean_411_0.png,train
Data/raw/dust_seg/images/Imgclean_412_0.jpg,Data/raw/dust_seg/masks/Imgclean_412_0.png,train
Data/raw/dust_seg/images/Imgclean_413_0.jpg,Data/raw/dust_seg/masks/Imgclean_413_0.png,train
Data/raw/dust_seg/images/Imgclean_414_0.jpg,Data/raw/dust_seg/masks/Imgclean_414_0.png,train
Data/raw/dust_seg/images/Imgclean_418_0.jpg,Data/raw/dust_seg/masks/Imgclean_418_0.png,train
Data/raw/dust_seg/images/Imgclean_419_0.jpg,Data/raw/dust_seg/masks/Imgclean_419_0.png,val
Data/raw/dust_seg/images/Imgclean_422_0.jpg,Data/raw/dust_seg/masks/Imgclean_422_0.png,train
Data/raw/dust_seg/images/Imgclean_425_0.jpg,Data/raw/dust_seg/masks/Imgclean_425_0.png,train
Data/raw/dust_seg/images/Imgclean_429_0.jpg,Data/raw/dust_seg/masks/Imgclean_429_0.png,val
Data/raw/dust_seg/images/Imgclean_435_0.jpg,Data/raw/dust_seg/masks/Imgclean_435_0.png,train
Data/raw/dust_seg/images/Imgclean_437_0.jpg,Data/raw/dust_seg/masks/Imgclean_437_0.png,train
Data/raw/dust_seg/images/Imgclean_438_0.jpg,Data/raw/dust_seg/masks/Imgclean_438_0.png,train
Data/raw/dust_seg/images/Imgclean_43_0.jpg,Data/raw/dust_seg/masks/Imgclean_43_0.png,train
Data/raw/dust_seg/images/Imgclean_442_0.jpg,Data/raw/dust_seg/masks/Imgclean_442_0.png,train
Data/raw/dust_seg/images/Imgclean_447_0.jpg,Data/raw/dust_seg/masks/Imgclean_447_0.png,train
Data/raw/dust_seg/images/Imgclean_448_0.jpg,Data/raw/dust_seg/masks/Imgclean_448_0.png,train
Data/raw/dust_seg/images/Imgclean_451_0.jpg,Data/raw/dust_seg/masks/Imgclean_451_0.png,train
Data/raw/dust_seg/images/Imgclean_452_0.jpg,Data/raw/dust_seg/masks/Imgclean_452_0.png,val
Data/raw/dust_seg/images/Imgclean_454_0.jpg,Data/raw/dust_seg/masks/Imgclean_454_0.png,test
Data/raw/dust_seg/images/Imgclean_456_0.jpg,Data/raw/dust_seg/masks/Imgclean_456_0.png,train
Data/raw/dust_seg/images/Imgclean_458_0.jpg,Data/raw/dust_seg/masks/Imgclean_458_0.png,val
Data/raw/dust_seg/images/Imgclean_460_0.jpg,Data/raw/dust_seg/masks/Imgclean_460_0.png,val
Data/raw/dust_seg/images/Imgclean_462_0.jpg,Data/raw/dust_seg/masks/Imgclean_462_0.png,train
Data/raw/dust_seg/images/Imgclean_464_0.jpg,Data/raw/dust_seg/masks/Imgclean_464_0.png,train
Data/raw/dust_seg/images/Imgclean_465_0.jpg,Data/raw/dust_seg/masks/Imgclean_465_0.png,train
Data/raw/dust_seg/images/Imgclean_472_0.jpg,Data/raw/dust_seg/masks/Imgclean_472_0.png,train
Data/raw/dust_seg/images/Imgclean_474_0.jpg,Data/raw/dust_seg/masks/Imgclean_474_0.png,val
Data/raw/dust_seg/images/Imgclean_481_0.jpg,Data/raw/dust_seg/masks/Imgclean_481_0.png,train
Data/raw/dust_seg/images/Imgclean_484_0.jpg,Data/raw/dust_seg/masks/Imgclean_484_0.png,train
Data/raw/dust_seg/images/Imgclean_489_0.jpg,Data/raw/dust_seg/masks/Imgclean_489_0.png,train
Data/raw/dust_seg/images/Imgclean_491_0.jpg,Data/raw/dust_seg/masks/Imgclean_491_0.png,train
Data/raw/dust_seg/images/Imgclean_495_0.jpg,Data/raw/dust_seg/masks/Imgclean_495_0.png,train
Data/raw/dust_seg/images/Imgclean_499_0.jpg,Data/raw/dust_seg/masks/Imgclean_499_0.png,train
Data/raw/dust_seg/images/Imgclean_4_0.jpg,Data/raw/dust_seg/masks/Imgclean_4_0.png,train
Data/raw/dust_seg/images/Imgclean_501_0.jpg,Data/raw/dust_seg/masks/Imgclean_501_0.png,train
Data/raw/dust_seg/images/Imgclean_505_0.jpg,Data/raw/dust_seg/masks/Imgclean_505_0.png,train
Data/raw/dust_seg/images/Imgclean_509_0.jpg,Data/raw/dust_seg/masks/Imgclean_509_0.png,train
Data/raw/dust_seg/images/Imgclean_50_0.jpg,Data/raw/dust_seg/masks/Imgclean_50_0.png,train
Data/raw/dust_seg/images/Imgclean_510_0.jpg,Data/raw/dust_seg/masks/Imgclean_510_0.png,train
Data/raw/dust_seg/images/Imgclean_512_0.jpg,Data/raw/dust_seg/masks/Imgclean_512_0.png,train
Data/raw/dust_seg/images/Imgclean_513_0.jpg,Data/raw/dust_seg/masks/Imgclean_513_0.png,train
Data/raw/dust_seg/images/Imgclean_514_0.jpg,Data/raw/dust_seg/masks/Imgclean_514_0.png,train
Data/raw/dust_seg/images/Imgclean_516_0.jpg,Data/raw/dust_seg/masks/Imgclean_516_0.png,test
Data/raw/dust_seg/images/Imgclean_525_0.jpg,Data/raw/dust_seg/masks/Imgclean_525_0.png,train
Data/raw/dust_seg/images/Imgclean_526_0.jpg,Data/raw/dust_seg/masks/Imgclean_526_0.png,train
Data/raw/dust_seg/images/Imgclean_529_0.jpg,Data/raw/dust_seg/masks/Imgclean_529_0.png,train
Data/raw/dust_seg/images/Imgclean_531_0.jpg,Data/raw/dust_seg/masks/Imgclean_531_0.png,train
